YY,DD,MM,Kick-off,Date of the game,,Country,League,Seasons,ToG,Teams ,,Teams ID,,FT +OT Scores,,,,,,Draw,,,1 q ,,,OT Money Line,,OT Money Line,,OT Money Line,
,,,,GMT (UTC +0),PST (UTC -8),,,,,Home,Away,H,A,H,A,W,215.5,AH,TG,,H,A,H,A,R,matchbook,,pinnacle,,bet365,
,,,,,,,,,,,,,,,,,,,,,,,,,,H,A,H,A,H,A
2012,1,Apr,3:30,4/1/2012 2:30,3/31/2012 18:30,USA,NBA ,2011/2012,Regular,Los Angeles Clippers,Utah Jazz,LAC,UTA,105,96,H,U,9,201,,,,38,22,H,,,1.46,2.95,1.43,2.90
2012,1,Apr,3:00,4/1/2012 2:00,3/31/2012 18:00,USA,NBA ,2011/2012,Regular,Sacramento Kings,Brooklyn Nets,SAC,BKN,99,111,A,U,12,210,,,,35,31,H,,,1.41,3.18,1.40,3.10
2012,1,Apr,1:30,4/1/2012 0:30,3/31/2012 16:30,USA,NBA ,2011/2012,Regular,Milwaukee Bucks,Memphis Grizzlies,MIL,MEM,95,99,A,U,4,194,,,,19,11,H,,,1.75,2.20,1.68,2.25
2012,1,Apr,1:30,4/1/2012 0:30,3/31/2012 16:30,USA,NBA ,2011/2012,Regular,San Antonio Spurs,Indiana Pacers,SAS,IND,112,103,H,U,9,215,,,,25,18,H,,,1.27,4.18,1.26,4.00
2012,1,Apr,0:30,3/31/2012 23:30,3/31/2012 15:30,USA,NBA ,2011/2012,Regular,Detroit Pistons,Charlotte Hornets,DET,CHA,110,107,H,O,3,217,OT,97,97,21,17,H,,,1.29,3.97,1.26,4.00
2012,1,Apr,0:30,3/31/2012 23:30,3/31/2012 15:30,USA,NBA ,2011/2012,Regular,New York Knicks,Cleveland Cavaliers,NYK,CLE,91,75,H,U,16,166,,,,25,17,H,,,1.12,7.38,1.11,7.00
2012,1,Apr,0:30,3/31/2012 23:30,3/31/2012 15:30,USA,NBA ,2011/2012,Regular,Philadelphia 76ers,Atlanta Hawks,PHI,ATL,95,90,H,U,5,185,,,,17,23,A,,,1.41,3.18,1.40,3.10
2012,31,Mar,20:30,3/31/2012 19:30,3/31/2012 11:30,USA,NBA ,2011/2012,Regular,Los Angeles Lakers,New Orleans Pelicans,LAL,NOP,88,85,H,U,3,173,,,,20,14,H,,,1.08,10.15,1.06,10.00
2012,31,Mar,3:30,3/31/2012 2:30,3/30/2012 18:30,USA,NBA ,2011/2012,Regular,Golden State Warriors,Brooklyn Nets,GSW,BKN,100,102,A,U,2,202,,,,26,22,H,,,1.63,2.44,1.55,2.60
2012,31,Mar,3:30,3/31/2012 2:30,3/30/2012 18:30,USA,NBA ,2011/2012,Regular,Los Angeles Clippers,Portland Trail Blazers,LAC,POR,98,97,H,U,1,195,,,,23,18,H,,,1.24,4.54,1.23,4.25
2012,31,Mar,2:00,3/31/2012 1:00,3/30/2012 17:00,USA,NBA ,2011/2012,Regular,Utah Jazz,Sacramento Kings,UTA,SAC,103,104,A,U,1,207,,,,29,32,A,,,1.35,3.52,1.32,3.45
2012,31,Mar,1:00,3/31/2012 0:00,3/30/2012 16:00,USA,NBA ,2011/2012,Regular,Chicago Bulls,Detroit Pistons,CHI,DET,83,71,H,U,12,154,,,,28,25,H,,,1.10,8.94,1.09,8.00
2012,31,Mar,1:00,3/31/2012 0:00,3/30/2012 16:00,USA,NBA ,2011/2012,Regular,Houston Rockets,Memphis Grizzlies,HOU,MEM,98,91,H,U,7,189,,,,30,19,H,,,1.77,2.18,1.83,2.00
2012,31,Mar,1:00,3/31/2012 0:00,3/30/2012 16:00,USA,NBA ,2011/2012,Regular,Minnesota Timberwolves,Boston Celtics,MIN,BOS,79,100,A,U,21,179,,,,20,31,A,,,1.91,2.00,1.80,2.04
2012,31,Mar,1:00,3/31/2012 0:00,3/30/2012 16:00,USA,NBA ,2011/2012,Regular,Orlando Magic,Dallas Mavericks,ORL,DAL,98,100,A,U,2,198,,,,27,17,H,,,1.47,2.93,1.41,3.00
2012,31,Mar,0:30,3/30/2012 23:30,3/30/2012 15:30,USA,NBA ,2011/2012,Regular,Atlanta Hawks,New York Knicks,ATL,NYK,100,90,H,U,10,190,,,,28,20,H,,,1.63,2.43,1.60,2.45
2012,31,Mar,9:30,3/30/2012 23:30,3/30/2012 15:30,USA,NBA ,2011/2012,Regular,Cleveland Cavaliers,Milwaukee Bucks,CLE,MIL,84,121,A,U,37,205,,,,26,35,A,,,2.73,1.52,2.80,1.45
2012,31,Mar,0:00,3/30/2012 23:00,3/30/2012 15:00,USA,NBA ,2011/2012,Regular,Charlotte Hornets,Denver Nuggets,CHA,DEN,88,99,A,U,11,187,,,,28,23,H,,,4.61,1.24,4.50,1.22
2012,31,Mar,0:00,3/30/2012 23:00,3/30/2012 15:00,USA,NBA ,2011/2012,Regular,Toronto Raptors,Miami Heat,TOR,MIA,101,113,A,U,12,214,,,,27,31,A,,,3.89,1.30,3.80,1.27
2012,31,Mar,0:00,3/30/2012 23:00,3/30/2012 15:00,USA,NBA ,2011/2012,Regular,Washington Wizards,Philadelphia 76ers,WAS,PHI,97,76,H,U,21,173,,,,23,15,H,,,4.46,1.25,4.75,1.20
2012,30,Mar,3:30,3/30/2012 2:30,3/29/2012 18:30,USA,NBA ,2011/2012,Regular,Los Angeles Lakers,Oklahoma City Thunder,LAL,OKC,93,102,A,U,9,195,,,,30,18,H,,,1.92,1.99,1.90,1.90
2012,30,Mar,3:00,3/30/2012 2:00,3/29/2012 18:00,USA,NBA ,2011/2012,Regular,Portland Trail Blazers,New Orleans Pelicans,POR,NOP,99,93,H,U,6,192,,,,28,27,H,,,1.24,4.61,1.23,4.25
2012,30,Mar,1:00,3/30/2012 0:00,3/29/2012 16:00,USA,NBA ,2011/2012,Regular,Miami Heat,Dallas Mavericks,MIA,DAL,106,85,H,U,21,191,,,,24,29,A,,,1.27,4.18,1.26,4.00
2012,30,Mar,0:00,3/29/2012 23:00,3/29/2012 15:00,USA,NBA ,2011/2012,Regular,Indiana Pacers,Washington Wizards,IND,WAS,93,89,H,U,4,182,,,,30,26,H,,,1.17,5.98,1.14,5.75
2012,29,Mar,3:30,3/29/2012 2:30,3/28/2012 18:30,USA,NBA ,2011/2012,Regular,Golden State Warriors,New Orleans Pelicans,GSW,NOP,87,102,A,U,15,189,,,,24,27,A,,,1.75,2.21,1.64,2.35
2012,29,Mar,3:30,3/29/2012 2:30,3/28/2012 18:30,USA,NBA ,2011/2012,Regular,Los Angeles Clippers,Phoenix Suns,LAC,PHX,103,86,H,U,17,189,,,,24,27,A,,,1.37,3.39,1.37,3.20
2012,29,Mar,3:00,3/29/2012 2:00,3/28/2012 18:00,USA,NBA ,2011/2012,Regular,Sacramento Kings,San Antonio Spurs,SAC,SAS,112,117,A,O,5,229,,,,22,27,A,,,2.50,1.60,2.54,1.57
2012,29,Mar,0:30,3/28/2012 23:30,3/28/2012 15:30,USA,NBA ,2011/2012,Regular,Atlanta Hawks,Chicago Bulls,ATL,CHI,77,98,A,U,21,175,,,,23,21,H,,,2.54,1.58,2.60,1.55
2012,29,Mar,0:30,3/28/2012 23:30,3/28/2012 15:30,USA,NBA ,2011/2012,Regular,Boston Celtics,Utah Jazz,BOS,UTA,94,82,H,U,12,176,,,,18,21,A,,,1.57,2.58,1.60,2.45
2012,29,Mar,0:30,3/28/2012 23:30,3/28/2012 15:30,USA,NBA ,2011/2012,Regular,Brooklyn Nets,Indiana Pacers,BKN,IND,100,84,H,U,16,184,,,,25,22,H,,,2.97,1.45,2.95,1.42
2012,29,Mar,0:00,3/28/2012 23:00,3/28/2012 15:00,USA,NBA ,2011/2012,Regular,Charlotte Hornets,Minnesota Timberwolves,CHA,MIN,83,88,A,U,5,171,,,,21,24,A,,,2.95,1.46,2.95,1.42
2012,29,Mar,0:00,3/28/2012 23:00,3/28/2012 15:00,USA,NBA ,2011/2012,Regular,Cleveland Cavaliers,Detroit Pistons,CLE,DET,75,87,A,U,12,162,,,,23,21,H,,,1.99,1.92,1.95,1.86
2012,29,Mar,0:00,3/28/2012 23:00,3/28/2012 15:00,USA,NBA ,2011/2012,Regular,New York Knicks,Orlando Magic,NYK,ORL,108,86,H,U,22,194,,,,25,29,A,,,2.15,1.79,2.10,1.76
2012,29,Mar,0:00,3/28/2012 23:00,3/28/2012 15:00,USA,NBA ,2011/2012,Regular,Toronto Raptors,Denver Nuggets,TOR,DEN,105,96,H,U,9,201,,,,27,22,H,,,2.50,1.60,2.45,1.60
2012,28,Mar,3:30,3/28/2012 2:30,3/27/2012 18:30,USA,NBA ,2011/2012,Regular,Golden State Warriors,Los Angeles Lakers,GSW,LAL,101,104,A,U,3,205,,,,16,25,A,,,3.18,1.41,3.15,1.38
2012,28,Mar,4:00,3/28/2012 2:00,3/27/2012 18:00,USA,NBA ,2011/2012,Regular,Phoenix Suns,San Antonio Spurs,PHX,SAS,100,107,A,U,7,207,,,,28,29,A,,,2.09,1.83,2.04,1.80
2012,28,Mar,3:00,3/28/2012 2:00,3/27/2012 18:00,USA,NBA ,2011/2012,Regular,Portland Trail Blazers,Oklahoma City Thunder,POR,OKC,95,109,A,U,14,204,,,,18,32,A,,,2.71,1.53,2.70,1.50
2012,28,Mar,1:30,3/28/2012 0:30,3/27/2012 16:30,USA,NBA ,2011/2012,Regular,Dallas Mavericks,Houston Rockets,DAL,HOU,90,81,H,U,9,171,,,,19,30,A,,,1.30,3.92,1.30,3.65
2012,28,Mar,1:00,3/28/2012 0:00,3/27/2012 16:00,USA,NBA ,2011/2012,Regular,Memphis Grizzlies,Minnesota Timberwolves,MEM,MIN,93,86,H,U,7,179,,,,24,22,H,,,1.47,2.93,1.45,2.80
2012,28,Mar,1:00,3/28/2012 0:00,3/27/2012 16:00,USA,NBA ,2011/2012,Regular,Milwaukee Bucks,Atlanta Hawks,MIL,ATL,108,101,H,U,7,209,,,,31,23,H,,,1.84,2.08,1.80,2.04
2012,28,Mar,0:00,3/27/2012 23:00,3/27/2012 15:00,USA,NBA ,2011/2012,Regular,Philadelphia 76ers,Cleveland Cavaliers,PHI,CLE,103,85,H,U,18,188,,,,29,21,H,,,1.18,5.65,1.15,5.50
2012,27,Mar,3:30,3/27/2012 2:30,3/26/2012 18:30,USA,NBA ,2011/2012,Regular,Los Angeles Clippers,New Orleans Pelicans,LAC,NOP,97,85,H,U,12,182,,,,27,20,H,,,1.19,5.35,1.19,5.00
2012,27,Mar,1:00,3/27/2012 0:00,3/26/2012 16:00,USA,NBA ,2011/2012,Regular,Chicago Bulls,Denver Nuggets,CHI,DEN,91,108,A,U,17,199,,,,27,25,H,,,1.27,4.18,1.25,4.20
2012,27,Mar,1:00,3/27/2012 0:00,3/26/2012 16:00,USA,NBA ,2011/2012,Regular,Houston Rockets,Sacramento Kings,HOU,SAC,113,106,H,O,7,219,OT,99,99,17,29,A,,,1.37,3.39,1.36,3.25
2012,27,Mar,0:30,3/26/2012 23:30,3/26/2012 15:30,USA,NBA ,2011/2012,Regular,Brooklyn Nets,Utah Jazz,BKN,UTA,84,105,A,U,21,189,,,,17,15,H,,,1.83,2.10,1.80,2.04
2012,27,Mar,0:30,3/26/2012 23:30,3/26/2012 15:30,USA,NBA ,2011/2012,Regular,New York Knicks,Milwaukee Bucks,NYK,MIL,89,80,H,U,9,169,,,,30,26,H,,,1.42,3.14,1.40,3.10
2012,27,Mar,0:00,3/26/2012 23:00,3/26/2012 15:00,USA,NBA ,2011/2012,Regular,Charlotte Hornets,Boston Celtics,CHA,BOS,95,102,A,U,7,197,,,,15,33,A,,,3.31,1.38,3.30,1.35
2012,27,Mar,0:00,3/26/2012 23:00,3/26/2012 15:00,USA,NBA ,2011/2012,Regular,Indiana Pacers,Miami Heat,IND,MIA,105,90,H,U,15,195,,,,24,24,D,,,2.29,1.69,2.29,1.66
2012,27,Mar,0:00,3/26/2012 23:00,3/26/2012 15:00,USA,NBA ,2011/2012,Regular,Toronto Raptors,Orlando Magic,TOR,ORL,101,117,A,O,16,218,,,,26,28,A,,,2.99,1.45,2.80,1.45
2012,27,Mar,0:00,3/26/2012 23:00,3/26/2012 15:00,USA,NBA ,2011/2012,Regular,Washington Wizards,Detroit Pistons,WAS,DET,77,79,A,U,2,156,,,,14,16,A,,,2.09,1.83,2.04,1.80
2012,26,Mar,3:30,3/26/2012 2:30,3/25/2012 18:30,USA,NBA ,2011/2012,Regular,Los Angeles Lakers,Memphis Grizzlies,LAL,MEM,96,102,A,U,6,198,,,,24,28,A,,,1.33,3.64,1.32,3.50
2012,26,Mar,2:00,3/26/2012 1:00,3/25/2012 17:00,USA,NBA ,2011/2012,Regular,Portland Trail Blazers,Golden State Warriors,POR,GSW,90,87,H,U,3,177,,,,26,27,A,,,1.21,5.00,1.20,4.75
2012,26,Mar,1:00,3/26/2012 0:00,3/25/2012 16:00,USA,NBA ,2011/2012,Regular,Oklahoma City Thunder,Miami Heat,OKC,MIA,103,87,H,U,16,190,,,,25,24,H,,,1.86,2.04,1.76,2.10
2012,26,Mar,0:00,3/25/2012 23:00,3/25/2012 15:00,USA,NBA ,2011/2012,Regular,San Antonio Spurs,Philadelphia 76ers,SAS,PHI,93,76,H,U,17,169,,,,29,22,H,,,1.53,2.71,1.57,2.54
2012,25,Mar,23:00,3/25/2012 22:00,3/25/2012 14:00,USA,NBA ,2011/2012,Regular,Atlanta Hawks,Utah Jazz,ATL,UTA,139,133,H,O,6,272,OT,98,98,29,22,H,,,1.90,2.00,1.83,2.00
2012,26,Mar,0:00,3/25/2012 22:00,3/25/2012 14:00,USA,NBA ,2011/2012,Regular,Boston Celtics,Washington Wizards,BOS,WAS,88,76,H,U,12,164,,,,27,12,H,,,1.18,5.65,1.15,5.50
2012,25,Mar,20:30,3/25/2012 19:30,3/25/2012 11:30,USA,NBA ,2011/2012,Regular,Minnesota Timberwolves,Denver Nuggets,MIN,DEN,117,100,H,O,17,217,,,,33,20,H,,,1.91,2.00,1.83,2.00
2012,25,Mar,20:00,3/25/2012 19:00,3/25/2012 11:00,USA,NBA ,2011/2012,Regular,Cleveland Cavaliers,Phoenix Suns,CLE,PHX,83,108,A,U,25,191,,,,21,29,A,,,2.43,1.63,2.45,1.60
2012,25,Mar,3:30,3/25/2012 2:30,3/24/2012 18:30,USA,NBA ,2011/2012,Regular,Golden State Warriors,Sacramento Kings,GSW,SAC,111,108,H,O,3,219,,,,34,24,H,,,1.74,2.22,1.71,2.20
2012,25,Mar,0:30,3/25/2012 0:30,3/24/2012 16:30,USA,NBA ,2011/2012,Regular,Milwaukee Bucks,Indiana Pacers,MIL,IND,104,125,A,O,21,229,,,,26,29,A,,,1.60,2.50,1.58,2.50
2012,25,Mar,0:00,3/25/2012 0:00,3/24/2012 16:00,USA,NBA ,2011/2012,Regular,Chicago Bulls,Toronto Raptors,CHI,TOR,102,101,H,U,1,203,OT,94,94,20,30,A,,,1.07,10.75,1.07,9.50
2012,25,Mar,0:00,3/25/2012 0:00,3/24/2012 16:00,USA,NBA ,2011/2012,Regular,Houston Rockets,Dallas Mavericks,HOU,DAL,99,101,A,U,2,200,OT,91,91,30,26,H,,,1.69,2.29,1.66,2.29
2012,25,Mar,0:00,3/25/2012 0:00,3/24/2012 16:00,USA,NBA ,2011/2012,Regular,New Orleans Pelicans,San Antonio Spurs,NOP,SAS,86,89,A,U,3,175,,,,22,23,A,,,2.69,1.53,3.20,1.37
2012,24,Mar,23:30,3/24/2012 23:30,3/24/2012 15:30,USA,NBA ,2011/2012,Regular,Brooklyn Nets,Charlotte Hornets,BKN,CHA,102,89,H,U,13,191,,,,26,21,H,,,1.43,3.10,1.40,3.10
2012,24,Mar,23:30,3/24/2012 23:30,3/24/2012 15:30,USA,NBA ,2011/2012,Regular,New York Knicks,Detroit Pistons,NYK,DET,101,79,H,U,22,180,,,,21,17,H,,,1.14,6.52,1.12,6.25
2012,24,Mar,23:00,3/24/2012 23:00,3/24/2012 15:00,USA,NBA ,2011/2012,Regular,Washington Wizards,Atlanta Hawks,WAS,ATL,92,95,A,U,3,187,,,,23,23,D,,,2.33,1.68,2.29,1.66
2012,24,Mar,19:00,3/24/2012 19:00,3/24/2012 11:00,USA,NBA ,2011/2012,Regular,Los Angeles Clippers,Memphis Grizzlies,LAC,MEM,101,85,H,U,16,186,,,,33,17,H,,,1.77,2.18,1.74,2.15
2012,24,Mar,2:30,3/24/2012 2:30,3/23/2012 18:30,USA,NBA ,2011/2012,Regular,Los Angeles Lakers,Portland Trail Blazers,LAL,POR,103,96,H,U,7,199,,,,30,19,H,,,1.19,5.42,1.19,5.00
2012,24,Mar,2:30,3/24/2012 2:30,3/23/2012 18:30,USA,NBA ,2011/2012,Regular,Utah Jazz,Denver Nuggets,UTA,DEN,121,102,H,O,19,223,,,,30,32,A,,,1.81,2.11,1.76,2.10
2012,24,Mar,0:30,3/24/2012 0:30,3/23/2012 16:30,USA,NBA ,2011/2012,Regular,San Antonio Spurs,Dallas Mavericks,SAS,DAL,104,87,H,U,17,191,,,,24,21,H,,,1.56,2.62,1.52,2.67
2012,24,Mar,0:00,3/24/2012 0:00,3/23/2012 16:00,USA,NBA ,2011/2012,Regular,Oklahoma City Thunder,Minnesota Timberwolves,OKC,MIN,149,140,H,O,9,289,OT,116,116,30,29,H,,,1.15,6.16,1.14,5.75
2012,24,Mar,1:00,3/24/2012 0:00,3/23/2012 16:00,USA,NBA ,2011/2012,Regular,Philadelphia 76ers,Boston Celtics,PHI,BOS,99,86,H,U,13,185,,,,26,32,A,,,1.37,3.39,1.35,3.30
2012,23,Mar,23:30,3/23/2012 23:30,3/23/2012 15:30,USA,NBA ,2011/2012,Regular,Atlanta Hawks,Brooklyn Nets,ATL,BKN,93,84,H,U,9,177,,,,21,20,H,,,1.28,4.09,1.27,3.80
2012,23,Mar,23:30,3/23/2012 23:30,3/23/2012 15:30,USA,NBA ,2011/2012,Regular,Detroit Pistons,Miami Heat,DET,MIA,73,88,A,U,15,161,,,,20,27,A,,,4.97,1.22,4.75,1.20
2012,23,Mar,23:00,3/23/2012 23:00,3/23/2012 15:00,USA,NBA ,2011/2012,Regular,Charlotte Hornets,Milwaukee Bucks,CHA,MIL,92,112,A,U,20,204,,,,20,21,A,,,3.64,1.33,3.60,1.31
2012,23,Mar,23:00,3/23/2012 23:00,3/23/2012 15:00,USA,NBA ,2011/2012,Regular,Indiana Pacers,Phoenix Suns,IND,PHX,111,113,A,O,2,224,,,,31,28,H,,,1.63,2.44,1.60,2.45
2012,23,Mar,23:00,3/23/2012 23:00,3/23/2012 15:00,USA,NBA ,2011/2012,Regular,Orlando Magic,Cleveland Cavaliers,ORL,CLE,93,80,H,U,13,173,,,,31,20,H,,,1.22,4.84,1.22,4.50
2012,23,Mar,23:00,3/23/2012 23:00,3/23/2012 15:00,USA,NBA ,2011/2012,Regular,Toronto Raptors,New York Knicks,TOR,NYK,96,79,H,U,17,175,,,,25,16,H,,,2.97,1.45,2.95,1.42
2012,23,Mar,2:00,3/23/2012 2:00,3/22/2012 18:00,USA,NBA ,2011/2012,Regular,Portland Trail Blazers,Memphis Grizzlies,POR,MEM,97,93,H,U,4,190,,,,26,20,H,,,2.04,1.87,2.00,1.83
2012,23,Mar,2:00,3/23/2012 2:00,3/22/2012 18:00,USA,NBA ,2011/2012,Regular,Sacramento Kings,Utah Jazz,SAC,UTA,102,103,A,U,1,205,,,,26,30,A,,,1.83,2.09,1.83,2.00
2012,23,Mar,0:00,3/23/2012 0:00,3/22/2012 16:00,USA,NBA ,2011/2012,Regular,Houston Rockets,Golden State Warriors,HOU,GSW,109,83,H,U,26,192,,,,30,18,H,,,1.28,4.13,1.28,3.75
2012,23,Mar,0:00,3/23/2012 0:00,3/22/2012 16:00,USA,NBA ,2011/2012,Regular,Milwaukee Bucks,Boston Celtics,MIL,BOS,91,100,A,U,9,191,,,,29,35,A,,,1.63,2.44,1.64,2.35
2012,23,Mar,0:00,3/23/2012 0:00,3/22/2012 16:00,USA,NBA ,2011/2012,Regular,New Orleans Pelicans,Los Angeles Clippers,NOP,LAC,97,90,H,U,7,187,,,,29,35,A,,,2.36,1.67,2.40,1.62
2012,22,Mar,23:00,3/22/2012 23:00,3/22/2012 15:00,USA,NBA ,2011/2012,Regular,Washington Wizards,Indiana Pacers,WAS,IND,83,85,A,U,2,168,,,,34,18,H,,,3.31,1.38,3.35,1.34
2012,22,Mar,1:30,3/22/2012 1:30,3/21/2012 17:30,USA,NBA ,2011/2012,Regular,Dallas Mavericks,Los Angeles Lakers,DAL,LAL,93,109,A,U,16,202,,,,29,27,H,,,1.54,2.66,1.50,2.70
2012,22,Mar,1:00,3/22/2012 1:00,3/21/2012 17:00,USA,NBA ,2011/2012,Regular,Denver Nuggets,Detroit Pistons,DEN,DET,116,115,H,O,1,231,,,,40,18,H,,,1.22,4.84,1.20,4.75
2012,22,Mar,0:30,3/22/2012 0:30,3/21/2012 16:30,USA,NBA ,2011/2012,Regular,San Antonio Spurs,Minnesota Timberwolves,SAS,MIN,116,100,H,O,16,216,,,,32,16,H,,,1.19,5.42,1.19,5.00
2012,22,Mar,0:00,3/22/2012 0:00,3/21/2012 16:00,USA,NBA ,2011/2012,Regular,New Orleans Pelicans,Golden State Warriors,NOP,GSW,92,101,A,U,9,193,,,,26,24,H,,,1.84,2.08,1.80,2.04
2012,22,Mar,0:00,3/22/2012 0:00,3/21/2012 16:00,USA,NBA ,2011/2012,Regular,Oklahoma City Thunder,Los Angeles Clippers,OKC,LAC,114,91,H,U,23,205,,,,33,30,H,,,1.24,4.65,1.23,4.25
2012,21,Mar,23:30,3/21/2012 23:30,3/21/2012 15:30,USA,NBA ,2011/2012,Regular,Atlanta Hawks,Cleveland Cavaliers,ATL,CLE,103,102,H,U,1,205,OT,91,91,21,36,A,,,1.31,3.85,1.29,3.70
2012,21,Mar,23:30,3/21/2012 23:30,3/21/2012 15:30,USA,NBA ,2011/2012,Regular,Brooklyn Nets,Washington Wizards,BKN,WAS,89,108,A,U,19,197,,,,25,33,A,,,1.53,2.71,1.50,2.70
2012,21,Mar,23:00,3/21/2012 23:00,3/21/2012 15:00,USA,NBA ,2011/2012,Regular,Orlando Magic,Phoenix Suns,ORL,PHX,103,93,H,U,10,196,,,,27,21,H,,,1.26,4.30,1.23,4.25
2012,21,Mar,23:00,3/21/2012 23:00,3/21/2012 15:00,USA,NBA ,2011/2012,Regular,Philadelphia 76ers,New York Knicks,PHI,NYK,79,82,A,U,3,161,,,,11,19,A,,,1.57,2.58,1.54,2.65
2012,21,Mar,23:00,3/21/2012 23:00,3/21/2012 15:00,USA,NBA ,2011/2012,Regular,Toronto Raptors,Chicago Bulls,TOR,CHI,82,94,A,U,12,176,,,,23,27,A,,,3.60,1.34,3.60,1.31
2012,21,Mar,2:00,3/21/2012 2:00,3/20/2012 18:00,USA,NBA ,2011/2012,Regular,Portland Trail Blazers,Milwaukee Bucks,POR,MIL,87,116,A,U,29,203,,,,23,25,A,,,1.57,2.58,1.55,2.60
2012,21,Mar,2:00,3/21/2012 2:00,3/20/2012 18:00,USA,NBA ,2011/2012,Regular,Sacramento Kings,Memphis Grizzlies,SAC,MEM,119,110,H,O,9,229,,,,37,28,H,,,2.45,1.62,2.45,1.60
2012,21,Mar,4:00,3/21/2012 1:00,3/20/2012 17:00,USA,NBA ,2011/2012,Regular,Utah Jazz,Oklahoma City Thunder,UTA,OKC,97,90,H,U,7,187,,,,24,25,A,,,2.31,1.69,2.35,1.64
2012,21,Mar,0:00,3/21/2012 0:00,3/20/2012 16:00,USA,NBA ,2011/2012,Regular,Houston Rockets,Los Angeles Lakers,HOU,LAL,107,104,H,U,3,211,,,,25,40,A,,,2.29,1.69,2.35,1.64
2012,20,Mar,23:30,3/20/2012 23:30,3/20/2012 15:30,USA,NBA ,2011/2012,Regular,Miami Heat,Phoenix Suns,MIA,PHX,99,95,H,U,4,194,,,,28,22,H,,,1.14,6.34,1.13,6.00
2012,20,Mar,23:30,3/20/2012 23:30,3/20/2012 15:30,USA,NBA ,2011/2012,Regular,New York Knicks,Toronto Raptors,NYK,TOR,106,87,H,U,19,193,,,,27,24,H,,,1.22,4.84,1.20,4.75
2012,20,Mar,23:00,3/20/2012 23:00,3/20/2012 15:00,USA,NBA ,2011/2012,Regular,Indiana Pacers,Los Angeles Clippers,IND,LAC,102,89,H,U,13,191,,,,31,31,D,,,1.65,2.40,1.62,2.40
2012,20,Mar,2:30,3/20/2012 2:30,3/19/2012 18:30,USA,NBA ,2011/2012,Regular,Golden State Warriors,Minnesota Timberwolves,GSW,MIN,93,97,A,U,4,190,,,,14,21,A,,,1.63,2.43,1.58,2.50
2012,20,Mar,2:30,3/20/2012 2:30,3/19/2012 18:30,USA,NBA ,2011/2012,Regular,Denver Nuggets,Dallas Mavericks,DEN,DAL,95,112,A,U,17,207,,,,29,33,A,,,1.81,2.11,1.80,2.04
2012,20,Mar,0:00,3/20/2012 0:00,3/19/2012 16:00,USA,NBA ,2011/2012,Regular,Orlando Magic,Chicago Bulls,ORL,CHI,59,85,A,U,26,144,,,,14,22,A,,,1.93,1.98,1.95,1.86
2012,20,Mar,0:30,3/19/2012 23:30,3/19/2012 15:30,USA,NBA ,2011/2012,Regular,Atlanta Hawks,Boston Celtics,ATL,BOS,76,79,A,U,3,155,,,,15,12,H,,,1.87,2.04,1.83,2.00
2012,19,Mar,23:30,3/19/2012 23:30,3/19/2012 15:30,USA,NBA ,2011/2012,Regular,Brooklyn Nets,Cleveland Cavaliers,BKN,CLE,100,105,A,U,5,205,,,,17,30,A,,,1.59,2.52,1.58,2.50
2012,19,Mar,23:00,3/19/2012 23:00,3/19/2012 15:00,USA,NBA ,2011/2012,Regular,Charlotte Hornets,Philadelphia 76ers,CHA,PHI,80,105,A,U,25,185,,,,19,25,A,,,4.73,1.23,5.00,1.19
2012,19,Mar,1:30,3/19/2012 1:30,3/18/2012 17:30,USA,NBA ,2011/2012,Regular,Los Angeles Lakers,Utah Jazz,LAL,UTA,99,103,A,U,4,202,,,,20,23,A,,,1.12,7.38,1.12,6.50
2012,19,Mar,1:30,3/19/2012 1:30,3/18/2012 17:30,USA,NBA ,2011/2012,Regular,Oklahoma City Thunder,Portland Trail Blazers,OKC,POR,111,95,H,U,16,206,,,,31,15,H,,,1.17,5.87,1.15,5.50
2012,19,Mar,1:00,3/19/2012 1:00,3/18/2012 17:00,USA,NBA ,2011/2012,Regular,Phoenix Suns,Houston Rockets,PHX,HOU,99,86,H,U,13,185,,,,26,13,H,,,1.38,3.35,1.36,3.25
2012,18,Mar,23:00,3/18/2012 23:00,3/18/2012 15:00,USA,NBA ,2011/2012,Regular,Miami Heat,Orlando Magic,MIA,ORL,91,81,H,U,10,172,,,,31,22,H,,,1.24,4.54,1.22,4.50
2012,18,Mar,22:00,3/18/2012 22:00,3/18/2012 14:00,USA,NBA ,2011/2012,Regular,Memphis Grizzlies,Washington Wizards,MEM,WAS,97,92,H,U,5,189,,,,21,20,H,,,1.08,9.65,1.08,8.50
2012,18,Mar,22:00,3/18/2012 22:00,3/18/2012 14:00,USA,NBA ,2011/2012,Regular,Sacramento Kings,Minnesota Timberwolves,SAC,MIN,115,99,H,U,16,214,,,,28,31,A,,,1.95,1.95,1.90,1.90
2012,18,Mar,19:30,3/18/2012 19:30,3/18/2012 11:30,USA,NBA ,2011/2012,Regular,Los Angeles Clippers,Detroit Pistons,LAC,DET,87,83,H,U,4,170,OT,74,74,24,18,H,,,1.32,3.77,1.30,3.65
2012,18,Mar,19:00,3/18/2012 19:00,3/18/2012 11:00,USA,NBA ,2011/2012,Regular,Cleveland Cavaliers,Atlanta Hawks,CLE,ATL,87,103,A,U,16,190,,,,19,31,A,,,2.11,1.81,2.15,1.74
